rgi_id,n_years,SemiImplicit,FluxBased,SIA1D
RGI60-11.03638,50,0.15549055300016335,0.14157934850027232,0.1270322735008449
RGI60-11.03638,100,0.21677407800052606,0.23409013200034678,0.1470036604996494
RGI60-11.03638,150,0.2755019980004363,0.3294008925004164,0.2014074975004405
RGI60-11.03638,200,0.37505714150029235,0.565730668499782,0.33541447249990597
RGI60-11.03638,250,0.4840327804995468,0.629212902999825,0.3683279869992475
RGI60-11.03638,280,0.49662276150047546,0.7183296769999288,0.37419900800068717
RGI60-11.03671,50,0.12806477249978343,0.12845240149908932,0.08623390849970747
RGI60-11.03671,100,0.18146166699989408,0.218286612999691,0.1378908010010491
RGI60-11.03671,150,0.2480161984994993,0.31887713449941657,0.2429906764991756
RGI60-11.03671,200,0.3180399419998139,0.43951993600057904,0.22916596499999287
RGI60-11.03671,250,0.3881203105011082,0.5340721725006006,0.3390347680006016
RGI60-11.03671,280,0.43082083450008213,0.6137486785000874,0.3075362569998106
RGI60-11.03643,50,0.1523753460005537,0.1663528810004209,0.0906044129997099
RGI60-11.03643,100,0.2004774745009854,0.3005727500003559,0.21874458749971382
RGI60-11.03643,150,0.2689616704992659,0.620496950499728,0.31239197600007174
RGI60-11.03643,200,0.3572299120005482,1.029489291999198,0.2715697164994708
RGI60-11.03643,250,0.4524009674996705,1.4440529709991097,0.3393172600008256
RGI60-11.03643,280,0.514037011000255,1.714651734000654,0.5220620485006293
RGI60-11.03674,50,0.11681533400042099,0.12705113950050873,0.10237994399994932
RGI60-11.03674,100,0.18674799100062955,0.21663651399921946,0.1423942250003165
RGI60-11.03674,150,0.25041126199994324,0.30689602450001985,0.19027051200009737
RGI60-11.03674,200,0.3176223985001343,0.4136402800004362,0.30653303299914114
RGI60-11.03674,250,0.38515556400034257,0.4885448485010784,0.3601900174999173
RGI60-11.03674,280,0.4285025709996262,0.5538578824998694,0.31640669500029617
RGI60-11.03756,50,0.14458400149942463,0.11757205499998236,0.10382525400018494
RGI60-11.03756,100,0.22530775949962845,0.1984463290000349,0.13040219000049547
RGI60-11.03756,150,0.305989304499235,0.2807957274999353,0.17873139600033028
RGI60-11.03756,200,0.43440335299965227,0.39438775749931665,0.2969658060001166
RGI60-11.03756,250,0.40545010849928076,0.44474708050074696,0.247845824000251
RGI60-11.03756,280,0.3933373815007144,0.5664064534994395,0.37439638649993867
RGI60-16.00543,50,0.11882339600015257,0.22406081750068552,0.09882498999922973
RGI60-16.00543,100,0.194109370499973,0.4506291904999671,0.14923314649968233
RGI60-16.00543,150,0.27521878849984205,0.5950276759995177,0.25643723549910646
RGI60-16.00543,200,0.3509713624998767,0.7469061879992296,0.30493084299996553
RGI60-16.00543,250,0.44717708000007406,0.886458978000519,0.2903811834994485
RGI60-16.00543,280,0.5206521979998797,1.0219238464997034,0.3447977219993845
RGI60-16.01339,50,0.11830676499994297,0.3116491284999938,0.08378843900027277
RGI60-16.01339,100,0.18018900000060967,0.45840932650025934,0.20650547800050845
RGI60-16.01339,150,0.2507337600000028,0.6798187859994869,0.19241958200018416
RGI60-16.01339,200,0.30616768799973215,0.8547841239997069,0.23390965050020895
RGI60-16.01339,250,0.39357037949957885,1.0427817409999989,0.2778708229998301
RGI60-16.01339,280,0.4262198319993331,1.1467976290005026,0.4587365254992619
RGI60-11.03232,50,0.12270459000046685,0.12562167600026442,0.08539329749964963
RGI60-11.03232,100,0.18536120999942796,0.2126118320002206,0.13434719100041548
RGI60-11.03232,150,0.24915608300034364,0.30124613100088027,0.17621438200058037
RGI60-11.03232,200,0.33522824000010587,0.38697349399990344,0.22048786049981572
RGI60-11.03232,250,0.4006177809997098,0.4726652784993348,0.26909926000007545
RGI60-11.03232,280,0.44340644199928647,0.5261107149999589,0.4309059380002509
RGI60-15.03591,50,0.1595398125000429,0.19325547300013568,0.08852408049915539
RGI60-15.03591,100,0.23381652550051513,0.35737770949981496,0.14814031799960503
RGI60-15.03591,150,0.2868816430000152,0.45864767150033003,0.1861462830001983
RGI60-15.03591,200,0.37431808250039467,0.6618473489997996,0.3022831630005385
RGI60-15.03591,250,0.4009026619987708,0.8538770805007516,0.3536009554991324
RGI60-15.03591,280,0.4374736084992037,0.8651186285005679,0.3115532390002045
RGI60-11.03646,50,0.13321112399989943,0.5898149949998697,0.09677671899953566
RGI60-11.03646,100,0.21826598050029133,1.1194461674995182,0.16208136049954192
RGI60-11.03646,150,0.29023683900049946,1.77030075950006,0.23692714749995503
RGI60-11.03646,200,0.37238439099928655,2.621968839499459,0.38725647350020154
RGI60-11.03646,250,0.43793838750025316,3.3865706860005957,0.39923326699954487
RGI60-11.03646,280,0.5448008205003134,3.9556733155013717,0.5320509620005396
RGI60-14.07524,50,0.23392441250052798,0.5189427984996655,0.2168522980009584
RGI60-14.07524,100,0.32198467800026265,0.7296486234999975,0.22274289899996802
RGI60-14.07524,150,0.41263876050015824,0.7485072460003721,0.27389739449972694
RGI60-14.07524,200,0.4790532520009947,0.8403956600004676,0.3902289990001009
RGI60-14.07524,250,0.5516256370001429,0.9746348415010289,0.4513189085000704
RGI60-14.07524,280,0.578505453499929,1.1646880469997996,0.4779863874991861
RGI60-01.05355,50,0.1422032215004947,0.12881399649995728,0.14850965149889817
RGI60-01.05355,100,0.20352670600004785,0.24767966299987165,0.14243712249935925
RGI60-01.05355,150,0.26664465950034355,0.31544026200026565,0.18557811450045847
RGI60-01.05355,200,0.35948022000047786,0.39249521199963056,0.23346879499968054
RGI60-01.05355,250,0.44316920700021,0.4917119895008,0.33881644400025834
